Comment,Link,Name,Rating,Reviews Count,Speciality
Dr. Sawlani is very caring.Always takes the time to answer my questions about medications. I have been seeing Doctor Sawlani for over ten years now an... Read more,ratemds.com/doctor-ratings/3970586/Dr-Haresh-Sawlani-Chicago-IL.html,Dr. Haresh Sawlani,5,1,Family Doctor / G.P.
"Excellent, smart, helpful, a good listener",ratemds.com/doctor-ratings/3023873/Dr-BOGUSLAW-BONCZAK-Chicago-IL.html,Dr. Boguslaw Bonczak,5,1,Family Doctor / G.P.
"Amazing doctor, very knowledgble and very professional!",ratemds.com/doctor-ratings/3229656/Dr-AGUSTIN-BELLO-Chicago-IL.html,Dr. Agustin Bello,5,1,Family Doctor / G.P.
"Ms. Bonner was awesome! She was thorough, caring, fun and personable. Ms. Bonner made the experience of going to the doctor an excellent one, and went the extra mile... Read more",ratemds.com/doctor-ratings/3232915/Dr-SIJUWOLA+O.-AJINWUN-CHICAGO-IL.html,Dr. Sijuwola O. Ajinwun,5,1,Family Doctor / G.P.
Very caring doctor! Very knowledgeable.,ratemds.com/doctor-ratings/3339828/Dr-Jean+A.-Howard-Chicago-IL.html,Dr. Jean A. Howard,5,1,Family Doctor / G.P.
"Dr. Maasal is very compasionate, knowledgable and respectful.",ratemds.com/doctor-ratings/3117039/Dr-MAASAL+M.-SHAHER-Chicago-IL.html,Dr. Maasal M. Shaher,5,1,Family Doctor / G.P.
"Knowledgeable, trustworthy, Professional, outstanding bedside manner, goes above and beyond to help explain treatment options and care.",ratemds.com/doctor-ratings/3083976/Dr-DANIEL+D.-RIVARD-Chicago-IL.html,Dr. Daniel D. Rivard,5,1,Family Doctor / G.P.
 I had such a great experience going to tri county orthopedics and Dr. Ryan Lingor was a superb doctor. I would definitely go back to him ?,ratemds.com/doctor-ratings/3217656/Dr-RYAN+J.-LINGOR-Chicago-IL.html,Dr. Ryan J. Lingor,5,1,Family Doctor / G.P.
Best physician I have ever had. She went above and beyond to make sure we had great care.,ratemds.com/doctor-ratings/3482779/Dr-ANNA-KULIK-CARLOS-Chicago-IL.html,Dr. Anna Kulik-Carlos,5,1,Family Doctor / G.P.
You have her location wrong. She has moved to Arlington Heights and is with NCH Group. Saw her today and was so happy,ratemds.com/doctor-ratings/3116106/Dr-CLAIRE+G.-URBASZEWSKI-Chicago-IL.html,Dr. Claire G. Urbaszewski,5,1,Family Doctor / G.P.
Dr. Sheth was extremely patient and spent more time with me than I have experienced with other doctors in the past. She is reassuring and kind and is able to answer ... Read more,ratemds.com/doctor-ratings/2925724/Dr-RAKHEE+M.-SHETH-CHICAGO-IL.html,Dr. Rakhee M. Sheth,5,1,Family Doctor / G.P.
Been going to her for years. Absolutely the best actor ever!,ratemds.com/doctor-ratings/2631725/Dr-EVELYN+M.-FIGUEROA-Chicago-IL.html,Dr. Evelyn M. Figueroa,5,1,Family Doctor / G.P.
You can tell from the first time you meet Dr. Patawaran that he genuinely cares about his patients; it shows in the way he communicates with you and the way he appro... Read more,ratemds.com/doctor-ratings/3648341/Dr-DOMINIC-PATAWARAN-Chicago-IL.html,Dr. Dominic Patawaran,5,1,Family Doctor / G.P.
"I ALSO HAVE MEDICARE. THIS DR. IS VERY KNOWLEGABLE, COMPASSONATE, & VERY UNDERSTANDING. DOES NOT OVER-MEDICATE OR TAKE ANY UNNECESSARY TESTS. I HAVE RECOMENDED HIM... Read more",ratemds.com/doctor-ratings/3472486/Dr-Krister-Johannsen-Chicago-IL.html,Dr. Krister Johannsen,5,1,Family Doctor / G.P.
"Dr. Blomgren and his staff are fabulous. I have never had to wait long once checked in. He takes the time to really listen, and never seems rushed to get to the ne... Read more",ratemds.com/doctor-ratings/3114134/Dr-JOSHUA+A.-BLOMGREN-Winfield-IL.html,Dr. Joshua A. Blomgren,5,1,Family Doctor / G.P.
Dr. Huggett is an excellent and caring physician with excellent bedside manner and superior technical knowledge. He truly has a passion for his patients and offers h... Read more,ratemds.com/doctor-ratings/3256191/Dr-THOMAS+D.-HUGGETT-Chicago-IL.html,Dr. Thomas D. Huggett,5,1,Family Doctor / G.P.
Dr. Gillard takes the time to sit down and listen to patient issues & listens to your opinion.,ratemds.com/doctor-ratings/3296595/Dr-WILLIAM+H.-GILLARD-Chicago-IL.html,Dr. William H. Gillard,5,1,Family Doctor / G.P.
"excellent physician-takes time with you, listens and is very bright",ratemds.com/doctor-ratings/3243083/Dr-PRINCE+L.-HODOGBEY-Chicago-IL.html,Dr. Prince L. Hodogbey,5,1,Family Doctor / G.P.
"A knowledgeable, personable and very conscientious doctor who consistently follows through, even on some of the pesky paperwork that others let slide. I trust him.",ratemds.com/doctor-ratings/3670814/Dr-RYAN-FITZGERALD-CHICAGO-IL.html,Dr. Ryan Fitzgerald,5,1,Family Doctor / G.P.
"By far, one of the most committed, intelligent and caring doctors around. His bedside manner is incredible and he has a way of putting his patients at ease. He seems... Read more",ratemds.com/doctor-ratings/125501/Dr-Mark+T.-Loafman-Chicago-IL.html,Dr. Mark T. Loafman,4.88,2,Family Doctor / G.P.
I would recommend him as the family doctor. He is profecional.,ratemds.com/doctor-ratings/124580/Dr-Iouri-Melnik-Chicago-IL.html,Dr. Iouri Melnik,5,2,Family Doctor / G.P.
pleasant.,ratemds.com/doctor-ratings/405774/Dr-Annie+Y.-Lai-Chicago-IL.html,Dr. Annie Y. Lai,5,1,Family Doctor / G.P.
"Dr. Pulido is a wonderful, wonderful doctor. She was my doctor during the time I underwent brain surgery because of a blood clot. She visited me at the hospital seve... Read more",ratemds.com/doctor-ratings/404756/Dr-Maria-Pulido-Chicago-IL.html,Dr. Maria Pulido,5,1,Family Doctor / G.P.
This Doctor was so sweet and nice to me! I Love Her!,ratemds.com/doctor-ratings/404384/Dr-Kara+W.-Greeley-Chicago-IL.html,Dr. Kara W. Greeley,5,1,Family Doctor / G.P.
Dr. Kerstan is a very dedicted doctor. I have been going to him for 15 years and never had a bad experience with him or his staff. Always listens to your symptons wi... Read more,ratemds.com/doctor-ratings/403797/Dr-Peter+D.-Kerstan-Park+Ridge-IL.html,Dr. Peter D. Kerstan,5,1,Family Doctor / G.P.
He is the best orthopedic specialist I have seen him,ratemds.com/doctor-ratings/2602668/Dr-Ismael-Angulo-Chicago-IL.html,Dr. Ismael Angulo,5,1,Family Doctor / G.P.
"Dr.Valerio is a very good DR,I will definitely go back to see him.",ratemds.com/doctor-ratings/3224668/Dr-JOSE+A.-VALERIO-Chicago-IL.html,Dr. Jose A. Valerio,5,1,Family Doctor / G.P.
Very helpful and compassionate! I felt very comfortable talking to her. Broad base of knowledge!,ratemds.com/doctor-ratings/949659/Dr-Gina+T.-Ciaccia-Chicago-IL.html,Dr. Gina T. Ciaccia,5,1,Family Doctor / G.P.
Wonderful doctor. Experienced in Transgender issues.,ratemds.com/doctor-ratings/947294/Dr-Regina+J.-Kim-Chicago-IL.html,Dr. Regina J. Kim,5,1,Family Doctor / G.P.
"Excellent doctor. Please see the reviews for ""VanDyk, Margaret"".",ratemds.com/doctor-ratings/874935/Dr-Margaret-Dauphin-Vandyk-Chicago-IL.html,Dr. Margaret Dauphin-Vandyk,5,1,Family Doctor / G.P.
"Dr Rappaport cared for my mother in her last years, only guy I know of that cares enough to come to the house in a crisis. When she went to a nursing home in her fin... Read more",ratemds.com/doctor-ratings/888187/Dr-Barry-Rappaport-Chicago-IL.html,Dr. Barry Rappaport,5,1,Family Doctor / G.P.
"dr gaballa takes her time. after my family physician couldnt tell me what was wrong for months, dr gaballa instantly diagnosed me correctly",ratemds.com/doctor-ratings/2953645/Dr-AMERA-GABALLA-Chicago-IL.html,Dr. Amera Gaballa,5,1,Family Doctor / G.P.
great doctor. very nice. and he even gives you his personal cell phone number so you can call him whenever you have a questions about anything!,ratemds.com/doctor-ratings/2449865/Dr-DEENADAYAL-GADDAM-Chicago-IL.html,Dr. Deenadayal Gaddam,5,1,Family Doctor / G.P.
I appreciate the attention he provided as well as the thorough examination.,ratemds.com/doctor-ratings/2409190/Dr-RONALD+D.-GONZALES-Chicago-IL.html,Dr. Ronald D. Gonzales,5,1,Family Doctor / G.P.
excellent doctor - great service - very courteous and knowledgeable. Will recommend.,ratemds.com/doctor-ratings/2345574/Dr-JASWINDER+R.-CHHIBBER-BUFFALO+GROVE-IL.html,Dr. Jaswinder R. Chhibber,5,1,Family Doctor / G.P.
"Dr. Martinez has been my childrens doctor for more than 15 years now!! She'saalways punctual, caring, understanding, respectful and easy to speak with. I've also see... Read more",ratemds.com/doctor-ratings/2276358/Dr-SALUD+M.-MARTINEZ-Chicago-IL.html,Dr. Salud M. Martinez,5,1,Family Doctor / G.P.
vERY INFORM. AND KNOWLED.WITH STATE OF THE ART PRACTICE,ratemds.com/doctor-ratings/480769/Dr-Roy-Lacey-Chicago-IL.html,Dr. Roy Lacey,5,1,Family Doctor / G.P.
He is always there for us. I can ask any questions and he takes his time answering them. ,ratemds.com/doctor-ratings/478988/Dr-Dennis+T.-Manshio-Chicago-IL.html,Dr. Dennis T. Manshio,5,1,Family Doctor / G.P.
"This Doctor spent a very good measureable amount of time with me. I would recommend her to others seeking a very ethical, friendly, concerned, honest and willing Doc... Read more",ratemds.com/doctor-ratings/18387/Dr-Loritz-Chavez-Chicago-IL.html,Dr. Loritz Chavez,5,1,Family Doctor / G.P.
This doctor was the only one who find out what I have and cure me.,ratemds.com/doctor-ratings/128730/Dr-Salvador+R.-Yunez-Chicago-IL.html,Dr. Salvador R. Yunez,5,2,Family Doctor / G.P.
great experience. Very nice doctor and staff. Thanks,ratemds.com/doctor-ratings/dr-jose-castellanos-md-chicago-il-us,"Dr. Jose Castellanos, MD",5,1,Family Doctor / G.P.
"Dr Stevanovic is the best doctor I have been to in my 68 years. I dislike 98% of all MD's but Dr Stevanovic has no equal. If other doctors cannot help you, give her ... Read more",ratemds.com/doctor-ratings/59944/Dr-Zofia+T.-Stevanovic-Chicago-IL.html,Dr. Zofia T. Stevanovic,4.75,2,Family Doctor / G.P.
"He has been my doctor for a long time. Very nice and does his job well listen 's always,and takes his time with me.I can always call him for a emergency appointment ... Read more",ratemds.com/doctor-ratings/405110/Dr-Marian-Skolarz-Chicago-IL.html,Dr. Marian Skolarz,2.79,6,Family Doctor / G.P.
"Dr. Maxouris is abrasive, single-minded and ALWAYS late. I have seen her several times over the past two years and wait 30-40 minutes for her on top of waiting in t... Read more",ratemds.com/doctor-ratings/871542/Dr-Kate-Maxouris-Chicago-IL.html,Dr. Kate Maxouris,3.75,2,Family Doctor / G.P.
I would like to say that Dr Gamalski is a very caring doctor. He took the time to ask questions and was very caring! You just can't find doctors like him anymore. I... Read more,ratemds.com/doctor-ratings/dr-gerald-j-gamalski,Dr. Gerald J. Gamalski,3.75,2,Family Doctor / G.P.
"Just an absolutely terrible experience. I was looking for a new primary care doctor & easily made an appointment. When I arrived, the front desk office staff was to... Read more",ratemds.com/doctor-ratings/147052/Dr-Marla-Kushner-Chicago-IL.html,Dr. Marla Kushner,3,4,Family Doctor / G.P.
"He's a bit curt but he's also, typically, rather busy. I've been with him for over five years and he's generally reasonable and professional. I think he's just shy. ... Read more",ratemds.com/doctor-ratings/43608/Dr-Antonio-Barajas-Chicago-IL.html,Dr. Antonio Barajas,2.38,12,Family Doctor / G.P.
Dr j is a very good and caring dr. Very conserned about his patients health and well being. He takes his time in all appoitments and make sure that he answers all m... Read more,ratemds.com/doctor-ratings/478796/Dr-Michael-Jutovsky-Chicago-IL.html,Dr. Michael Jutovsky,4.75,1,Family Doctor / G.P.
"Grate doctor that you can count on,very talented.i'm very pleased with his dedication and concern no words can thank him enough .i recommend him to any one.",ratemds.com/doctor-ratings/950717/Dr-Clarence+A.-Parks-Chicago-IL.html,Dr. Clarence A. Parks,4.75,1,Family Doctor / G.P.
"very nice., ansd personable",ratemds.com/doctor-ratings/90493/Dr-Jader+R.-Reis-CHICAGO-IL.html,Dr. Jader R. Reis,4.75,1,Family Doctor / G.P.
I was very happy with the service received. He was very patient and understanding.,ratemds.com/doctor-ratings/188604/Dr-Marek-Malko-Chicago-IL.html,Dr. Marek Malko,4.75,1,Family Doctor / G.P.
"He was the BEST doctor I've ever had in my 50-some years on earth. Unfortuntely he is no longer practicing, thanks to the pricing method of Medical Malpracatice Insu... Read more",ratemds.com/doctor-ratings/126021/Dr-Douglas-Stoltzfus-CHICAGO-IL.html,Dr. Douglas Stoltzfus,4.63,2,Family Doctor / G.P.
I love Dr. Aduana. He is the kind of doctor that actually listens and believes that you know your body/self better than anyone else. If you say there's a problem he ... Read more,ratemds.com/doctor-ratings/742726/Dr-Glen+G.-Aduana-Chicago-IL.html,Dr. Glen G. Aduana,4.75,1,Family Doctor / G.P.
"Very caring doctor. Knowledgeable, helpful, compassionate. A good listener and never rushes the patient. His method is to form an active partnership with the pati... Read more",ratemds.com/doctor-ratings/3293900/Dr-CHARLES+A.-CROTTEAU-Chicago-IL.html,Dr. Charles A. Crotteau,4.75,1,Family Doctor / G.P.
she knows her job well.she tries her best to proffer solutions to your problems.,ratemds.com/doctor-ratings/3387418/Dr-LILIAN-UDEANI+COE-Chicago-IL.html,Dr. Lilian Udeani Coe,4.75,1,Family Doctor / G.P.
Very punctual and helpful doctor. Always ready for helping people.,ratemds.com/doctor-ratings/3564656/Dr-PRANAV-PRAKASH-CHICAGO-IL.html,Dr. Pranav Prakash,4.75,1,Family Doctor / G.P.
very professional,ratemds.com/doctor-ratings/744848/Dr-Howard+K.-McNair-Chicago-IL.html,Dr. Howard K. McNair,4.75,1,Family Doctor / G.P.
"Fantastic doctor, easy to talk with and ask questions, very friendly in letting you understand that he is interested in your personal health.",ratemds.com/doctor-ratings/158849/Dr-John+W.-Tenhundfeld-Chicago-IL.html,Dr. John W. Tenhundfeld,4.75,1,Family Doctor / G.P.
"Really nice, very helpful and patient. Makes you feel very comfortable.",ratemds.com/doctor-ratings/741745/Dr-Joshua+R.-Merok-Chicago-IL.html,Dr. Joshua R. Merok,4.75,1,Family Doctor / G.P.
"Excellent care,
.",ratemds.com/doctor-ratings/4006048/Dr-SOPHIA-ZAMUDIO+RASOF-CHICAGO-IL.html,Dr. Sophia Zamudio Rasof,4.75,1,Family Doctor / G.P.
"As someone also in the healthcare field myself, being on the patient side of things can be frustrating. Dr. Kring has amazing bedside manner, giving time and close a... Read more",ratemds.com/doctor-ratings/27815/Dr-Gina+L.-Kring-Chicago-IL.html,Dr. Gina L. Kring,3.33,3,Family Doctor / G.P.
"VERY GOOD AND CARRING DOCTOR,KNOWLGABLE. BEAUTIFUL OFFICE",ratemds.com/doctor-ratings/479928/Dr-Rafal+J.-Chojnacki-CHICAGO-IL.html,Dr. Rafal J. Chojnacki,3.63,2,Family Doctor / G.P.
Dr. Liboon always takes the time to listen to his patients.,ratemds.com/doctor-ratings/478275/Dr-Rogelio+N.-Liboon-Chicago-IL.html,Dr. Rogelio N. Liboon,3.63,2,Family Doctor / G.P.
The challenge with the area of Bioidentical Hormone Replacement Therapy (BHRT) is the refusal of conventional medicine to see its benefits for women in menopause or ... Read more,ratemds.com/doctor-ratings/3083044/Dr-GAIL-GAGNON-Chicago-IL.html,Dr. Gail Gagnon,3.63,2,Family Doctor / G.P.
too many to name. two things: didn't do much as i requested. and other thing: didn't know what she even was doing. ,ratemds.com/doctor-ratings/471996/Dr-Shaheen+A.-Humayun-Chicago-IL.html,Dr. Shaheen A. Humayun,2.94,4,Family Doctor / G.P.
"Dr. Leon is extremely kind, listens very closely, and I would say is a decent doctor. However, she insisted that I didn't have a certain illness for three years. Aft... Read more",ratemds.com/doctor-ratings/16027/Dr-Dulces-Leon-Jauregi-Chicago-IL.html,Dr. Dulces Leon-Jauregi,3.92,3,Family Doctor / G.P.
"Worst Doctor during years of 1990""s & 2000's and now. Dr. Barbato too. Both are worst Doctors of 2008.",ratemds.com/doctor-ratings/21412/Dr-Theodore-Zbiegien-Chicago-IL.html,Dr. Theodore Zbiegien,2.82,8,Family Doctor / G.P.
"Very sharp. Very caring. Works with a person, not with a case. Up to date on most GP areas - not on Fibromyalgia or Chronic Fatigue Syndrome. Yoga-friendly. Na... Read more",ratemds.com/doctor-ratings/882825/Dr-Karin+B.-Ulstrup-Chicago-IL.html,Dr. Karin B. Ulstrup,4.5,1,Family Doctor / G.P.
"2 out of the 4 times I have needed to see Dr. Wilcoski, it's been an emergency. Both times I was able to get in right away with no hassles. I've never waited in the ... Read more",ratemds.com/doctor-ratings/4352/Dr-Susan-Wilcoski-Chicago-IL.html,Dr. Susan Wilcoski,4,4,Family Doctor / G.P.
I can not say enough about Dr. Kissinger. She has a spectacular bedside manor;an excellent listener.Dr. Kissinger is brilliant;she is up to date on the latest resear... Read more,ratemds.com/doctor-ratings/133226/Dr-Amy-Kissinger-Chicago-IL.html,Dr. Amy Kissinger,4.5,1,Family Doctor / G.P.
"Dr. Midgely is the best doctor I have ever had. She takes all of my concerns seriously. She is caring, professional, and I believe actually cares about her patients.... Read more",ratemds.com/doctor-ratings/205494/Dr-Deborah+Elizabeth-Midgley-Chicago-IL.html,Dr. Deborah Elizabeth Midgley,4.5,1,Family Doctor / G.P.
